"gene_id"	"SRR1039508"	"SRR1039509"	"SRR1039512"	"SRR1039513"	"SRR1039516"	"SRR1039517"	"SRR1039520"	"SRR1039521"
"19310"	"ENSG00000201033"	0	0	0	0	0	0	0	0
"19311"	"ENSG00000201034"	0	0	0	0	0	0	0	0
"19312"	"ENSG00000201035"	0	0	0	0	0	0	0	1
"19313"	"ENSG00000201036"	0	0	0	0	0	0	0	0
"19314"	"ENSG00000201041"	0	1	0	0	1	0	0	0
"19315"	"ENSG00000201042"	0	0	0	0	0	0	0	0
"19316"	"ENSG00000201044"	0	0	0	0	0	0	0	0
"19317"	"ENSG00000201047"	0	0	0	0	0	1	0	0
"19318"	"ENSG00000201048"	0	0	0	0	0	0	0	0
"19319"	"ENSG00000201050"	0	0	0	0	0	0	0	0
"19320"	"ENSG00000201059"	0	0	0	0	0	0	0	0
"19321"	"ENSG00000201065"	0	0	0	0	0	0	0	0
"19322"	"ENSG00000201066"	0	0	0	0	0	0	0	0
"19323"	"ENSG00000201070"	0	0	0	0	0	0	0	0
"19324"	"ENSG00000201071"	0	0	2	0	4	1	1	0
"19325"	"ENSG00000201074"	0	0	0	0	0	0	0	0
"19326"	"ENSG00000201075"	0	0	0	0	0	0	0	0
"19327"	"ENSG00000201076"	0	0	0	0	0	0	0	0
"19328"	"ENSG00000201077"	0	0	0	0	0	0	0	0
"19329"	"ENSG00000201078"	0	0	0	0	0	0	0	0
"19330"	"ENSG00000201080"	0	0	0	0	0	0	0	0
"19331"	"ENSG00000201084"	0	0	0	0	0	0	0	0
"19332"	"ENSG00000201085"	0	0	0	0	0	0	0	0
"19333"	"ENSG00000201086"	0	0	0	0	0	0	1	1
"19334"	"ENSG00000201088"	0	0	0	0	0	0	0	0
"19335"	"ENSG00000201095"	0	0	0	0	0	0	0	0
"19336"	"ENSG00000201096"	0	0	0	0	0	0	0	0
"19337"	"ENSG00000201097"	0	0	0	0	0	0	0	0
"19338"	"ENSG00000201098"	0	0	2	0	0	0	0	0
"19339"	"ENSG00000201102"	0	0	0	0	0	0	0	0
"19340"	"ENSG00000201104"	0	0	0	1	0	1	0	0
"19341"	"ENSG00000201105"	0	0	1	0	0	0	1	0
"19342"	"ENSG00000201109"	0	0	0	0	0	1	0	0
"19343"	"ENSG00000201113"	0	0	0	0	0	0	0	0
"19344"	"ENSG00000201114"	0	0	0	0	0	0	0	0
"19345"	"ENSG00000201118"	1	0	0	1	2	0	0	1
"19346"	"ENSG00000201119"	0	0	0	0	0	0	0	0
"19347"	"ENSG00000201121"	0	1	0	0	0	0	1	1
"19348"	"ENSG00000201126"	0	0	0	0	0	0	0	0
"19349"	"ENSG00000201129"	0	0	0	0	0	0	0	0
"19350"	"ENSG00000201133"	0	0	0	0	0	0	0	0
"19351"	"ENSG00000201134"	0	0	0	0	0	0	0	0
"19352"	"ENSG00000201135"	0	0	0	0	0	0	0	0
"19353"	"ENSG00000201136"	0	0	0	0	0	0	0	0
"19354"	"ENSG00000201138"	1	3	5	0	2	4	3	3
"19355"	"ENSG00000201140"	0	0	0	0	0	0	0	0
"19356"	"ENSG00000201142"	0	0	0	0	0	0	0	0
"19357"	"ENSG00000201143"	0	0	0	0	0	0	0	0
"19358"	"ENSG00000201145"	0	0	0	0	0	0	0	0
"19359"	"ENSG00000201148"	0	0	0	0	0	0	0	0
"19360"	"ENSG00000201151"	1	1	0	1	1	2	0	0
"19361"	"ENSG00000201153"	0	0	0	0	0	0	0	0
"19362"	"ENSG00000201155"	0	0	0	0	0	0	0	1
"19363"	"ENSG00000201157"	0	0	0	0	0	0	0	0
"19364"	"ENSG00000201160"	0	0	0	0	0	0	0	0
"19365"	"ENSG00000201161"	0	0	0	0	0	0	0	0
"19366"	"ENSG00000201162"	0	0	0	0	0	0	0	0
"19367"	"ENSG00000201164"	0	0	0	0	0	0	0	0
"19368"	"ENSG00000201165"	0	0	0	0	0	0	0	0
"19369"	"ENSG00000201168"	0	0	0	0	0	0	0	0
"19370"	"ENSG00000201170"	0	0	0	0	0	0	0	0
"19371"	"ENSG00000201176"	2	0	0	0	0	3	0	0
"19372"	"ENSG00000201178"	0	0	0	0	0	0	0	0
"19373"	"ENSG00000201179"	0	0	0	0	0	0	0	0
"19374"	"ENSG00000201180"	0	0	0	0	0	0	0	0
"19375"	"ENSG00000201182"	0	0	0	0	0	0	0	0
"19376"	"ENSG00000201183"	0	0	0	0	3	0	0	0
"19377"	"ENSG00000201184"	0	0	0	0	0	0	0	0
"19378"	"ENSG00000201185"	0	0	0	0	0	1	0	0
"19379"	"ENSG00000201186"	0	0	0	0	0	0	0	0
"19380"	"ENSG00000201196"	0	0	0	0	0	0	0	0
"19381"	"ENSG00000201198"	0	0	0	0	0	0	0	0
"19382"	"ENSG00000201201"	0	0	0	0	0	0	0	0
"19383"	"ENSG00000201204"	0	0	0	0	0	0	0	0
"19384"	"ENSG00000201207"	6	6	6	3	3	1	7	2
"19385"	"ENSG00000201208"	0	0	0	0	0	0	0	0
"19386"	"ENSG00000201209"	0	0	0	0	0	0	0	0
"19387"	"ENSG00000201210"	0	0	0	0	0	0	0	0
"19388"	"ENSG00000201216"	0	0	0	0	0	0	0	0
"19389"	"ENSG00000201217"	9	4	3	2	7	14	6	13
"19390"	"ENSG00000201218"	0	0	0	0	0	0	0	0
"19391"	"ENSG00000201221"	0	0	0	0	0	0	0	0
"19392"	"ENSG00000201223"	0	0	0	0	0	0	0	0
"19393"	"ENSG00000201227"	0	0	0	0	0	0	0	0
"19394"	"ENSG00000201228"	0	0	0	0	0	0	0	0
"19395"	"ENSG00000201229"	0	0	0	0	0	0	0	0
"19396"	"ENSG00000201231"	0	0	0	0	2	0	0	1
"19397"	"ENSG00000201239"	0	0	0	0	0	0	0	0
"19398"	"ENSG00000201240"	0	0	0	0	0	0	0	0
"19399"	"ENSG00000201241"	0	0	0	0	0	0	0	0
"19400"	"ENSG00000201242"	0	0	0	0	0	0	0	0
"19401"	"ENSG00000201243"	0	0	0	0	0	0	0	0
"19402"	"ENSG00000201245"	0	0	0	0	0	0	0	0
"19403"	"ENSG00000201247"	1	0	0	0	0	0	0	0
"19404"	"ENSG00000201253"	0	0	0	0	0	0	0	0
"19405"	"ENSG00000201255"	0	0	0	0	0	0	0	0
"19406"	"ENSG00000201260"	0	0	0	0	0	0	0	0
"19407"	"ENSG00000201263"	0	0	0	0	1	0	0	0
"19408"	"ENSG00000201264"	0	0	0	0	0	0	0	0
"19409"	"ENSG00000201270"	0	0	0	0	0	0	0	0
"19410"	"ENSG00000201271"	0	0	0	0	0	0	0	0
"19411"	"ENSG00000201273"	0	0	0	0	0	0	0	0
"19412"	"ENSG00000201274"	0	0	0	0	0	0	0	0
"19413"	"ENSG00000201277"	0	0	0	0	0	0	0	0
"19414"	"ENSG00000201279"	0	0	0	0	0	0	0	0
"19415"	"ENSG00000201282"	0	0	0	0	0	1	0	0
"19416"	"ENSG00000201283"	0	0	0	0	0	0	0	0
"19417"	"ENSG00000201285"	0	0	0	0	0	0	0	0
"19418"	"ENSG00000201287"	0	0	0	0	0	0	0	0
"19419"	"ENSG00000201288"	0	0	0	0	0	0	0	0
"19420"	"ENSG00000201289"	0	0	0	0	0	0	0	0
"19421"	"ENSG00000201291"	0	0	0	0	0	0	0	0
"19422"	"ENSG00000201292"	0	0	0	0	0	0	0	0
"19423"	"ENSG00000201294"	0	0	0	0	0	0	0	0
"19424"	"ENSG00000201296"	0	0	0	0	0	0	0	0
"19425"	"ENSG00000201297"	0	0	0	0	0	0	0	0
"19426"	"ENSG00000201298"	0	0	0	0	0	0	0	0
"19427"	"ENSG00000201300"	0	0	0	0	0	0	0	0
"19428"	"ENSG00000201301"	0	0	0	0	0	0	0	0
"19429"	"ENSG00000201302"	6	2	7	3	4	6	5	2
"19430"	"ENSG00000201308"	0	0	0	0	0	0	0	0
"19431"	"ENSG00000201309"	0	0	0	0	0	0	0	0
"19432"	"ENSG00000201311"	0	0	0	0	0	0	0	0
"19433"	"ENSG00000201312"	0	0	0	0	0	0	0	0
"19434"	"ENSG00000201314"	0	0	0	0	0	0	0	0
"19435"	"ENSG00000201315"	0	0	0	0	0	0	0	0
"19436"	"ENSG00000201316"	0	0	0	0	0	0	0	0
"19437"	"ENSG00000201317"	0	0	0	0	0	0	0	0
"19438"	"ENSG00000201318"	0	0	0	0	1	0	0	0
"19439"	"ENSG00000201321"	0	0	0	0	0	0	0	0
"19440"	"ENSG00000201324"	0	0	0	0	0	0	0	0
"19441"	"ENSG00000201325"	0	0	0	0	0	0	0	0
"19442"	"ENSG00000201326"	0	0	0	0	0	0	0	0
"19443"	"ENSG00000201329"	0	0	0	0	0	0	0	0
"19444"	"ENSG00000201330"	0	0	0	0	0	0	0	0
"19445"	"ENSG00000201331"	0	0	0	0	0	0	0	0
"19446"	"ENSG00000201339"	0	0	0	0	0	0	0	0
"19447"	"ENSG00000201340"	0	0	0	0	0	0	0	0
"19448"	"ENSG00000201341"	0	0	0	0	0	0	0	0
"19449"	"ENSG00000201342"	0	0	0	0	0	0	0	0
"19450"	"ENSG00000201343"	0	0	0	0	0	0	0	0
"19451"	"ENSG00000201346"	0	0	0	0	0	0	0	0
"19452"	"ENSG00000201347"	0	1	0	0	0	0	0	0
"19453"	"ENSG00000201348"	0	0	0	0	0	0	0	0
"19454"	"ENSG00000201351"	0	0	0	0	0	0	0	0
"19455"	"ENSG00000201354"	0	2	1	2	3	5	1	1
"19456"	"ENSG00000201355"	0	0	0	0	0	0	0	0
"19457"	"ENSG00000201356"	0	0	0	0	0	0	0	0
"19458"	"ENSG00000201358"	0	0	0	0	0	0	0	0
"19459"	"ENSG00000201361"	0	0	0	0	0	0	0	0
"19460"	"ENSG00000201363"	0	0	0	0	0	0	0	0
"19461"	"ENSG00000201364"	0	0	0	0	0	0	0	0
"19462"	"ENSG00000201365"	0	0	0	0	0	0	0	0
"19463"	"ENSG00000201367"	0	0	0	0	0	0	0	0
"19464"	"ENSG00000201368"	0	0	0	0	0	0	0	0
"19465"	"ENSG00000201370"	0	0	0	0	0	0	0	0
"19466"	"ENSG00000201371"	0	0	0	0	0	0	0	0
"19467"	"ENSG00000201372"	0	0	1	0	1	1	0	0
"19468"	"ENSG00000201376"	0	1	1	0	0	0	1	0
"19469"	"ENSG00000201377"	0	0	0	0	0	0	0	0
"19470"	"ENSG00000201378"	0	0	0	0	1	0	0	0
"19471"	"ENSG00000201379"	0	0	0	0	0	0	0	0
"19472"	"ENSG00000201382"	0	0	0	0	0	0	0	0
"19473"	"ENSG00000201384"	0	0	0	0	0	0	0	0
"19474"	"ENSG00000201386"	0	0	0	0	0	0	0	0
"19475"	"ENSG00000201388"	0	0	0	0	0	0	1	0
"19476"	"ENSG00000201390"	0	0	0	0	0	0	0	0
"19477"	"ENSG00000201392"	0	0	0	0	0	0	0	0
"19478"	"ENSG00000201393"	0	0	0	0	0	0	0	0
"19479"	"ENSG00000201394"	0	0	0	0	0	0	0	0
"19480"	"ENSG00000201395"	0	0	0	0	0	0	0	0
"19481"	"ENSG00000201398"	0	0	0	0	0	0	0	0
"19482"	"ENSG00000201403"	0	0	0	0	0	0	0	0
"19483"	"ENSG00000201405"	0	0	0	0	0	0	0	0
"19484"	"ENSG00000201407"	0	0	0	0	0	0	0	0
"19485"	"ENSG00000201410"	0	0	0	0	0	0	0	0
"19486"	"ENSG00000201412"	0	0	0	0	0	0	0	0
"19487"	"ENSG00000201413"	0	0	0	0	0	0	0	0
"19488"	"ENSG00000201415"	0	0	0	0	0	0	0	0
"19489"	"ENSG00000201420"	0	0	0	0	1	0	0	0
"19490"	"ENSG00000201421"	0	0	0	0	0	0	0	0
"19491"	"ENSG00000201423"	0	0	0	0	0	0	0	0
"19492"	"ENSG00000201425"	0	0	0	0	0	0	0	0
"19493"	"ENSG00000201426"	0	0	0	0	0	0	0	0
"19494"	"ENSG00000201428"	5	0	1	0	4	2	0	0
"19495"	"ENSG00000201431"	0	0	0	0	0	0	0	0
"19496"	"ENSG00000201432"	0	0	0	0	0	0	0	0
"19497"	"ENSG00000201433"	0	0	1	0	0	0	0	0
"19498"	"ENSG00000201435"	0	0	0	0	0	2	0	0
"19499"	"ENSG00000201436"	0	0	0	0	0	0	0	0
"19500"	"ENSG00000201439"	0	0	0	0	0	0	0	0
"19501"	"ENSG00000201440"	0	0	0	0	0	0	0	0
"19502"	"ENSG00000201441"	0	0	1	0	0	0	0	0
"19503"	"ENSG00000201442"	0	0	0	0	0	0	0	0
"19504"	"ENSG00000201443"	0	0	0	0	0	0	0	0
"19505"	"ENSG00000201444"	0	0	1	1	0	0	0	0
"19506"	"ENSG00000201447"	0	0	0	0	0	0	0	0
"19507"	"ENSG00000201448"	1	0	1	1	0	0	0	2
"19508"	"ENSG00000201450"	0	0	0	0	0	0	0	0
"19509"	"ENSG00000201451"	0	2	0	0	3	0	2	1
"19510"	"ENSG00000201452"	0	0	0	0	0	0	0	0
"19511"	"ENSG00000201457"	0	2	3	0	2	0	1	0
"19512"	"ENSG00000201458"	0	0	0	0	0	1	0	0
"19513"	"ENSG00000201464"	0	0	0	0	0	0	0	0
"19514"	"ENSG00000201465"	0	0	0	0	0	0	0	0
"19515"	"ENSG00000201466"	0	0	0	0	0	0	0	0
"19516"	"ENSG00000201467"	0	0	0	0	0	0	0	0
"19517"	"ENSG00000201469"	0	0	0	0	1	0	0	0
"19518"	"ENSG00000201470"	0	0	0	0	0	0	0	0
"19519"	"ENSG00000201474"	0	0	0	0	0	0	0	0
"19520"	"ENSG00000201476"	0	0	0	0	0	0	0	0
"19521"	"ENSG00000201482"	0	0	0	0	0	0	0	0
"19522"	"ENSG00000201483"	0	0	0	0	0	0	0	0
"19523"	"ENSG00000201487"	0	0	0	0	0	0	0	0
"19524"	"ENSG00000201489"	0	0	0	0	0	0	0	0
"19525"	"ENSG00000201491"	0	0	0	0	0	0	0	0
"19526"	"ENSG00000201492"	1	3	0	0	2	4	0	2
"19527"	"ENSG00000201493"	0	0	0	0	0	0	0	0
"19528"	"ENSG00000201496"	2	0	0	0	0	1	0	1
"19529"	"ENSG00000201498"	0	0	0	0	0	0	0	0
"19530"	"ENSG00000201499"	3	4	5	4	6	4	7	2
"19531"	"ENSG00000201500"	2	0	1	0	0	0	0	0
"19532"	"ENSG00000201501"	0	0	0	0	0	0	0	0
"19533"	"ENSG00000201502"	0	0	0	0	0	0	0	0
"19534"	"ENSG00000201509"	0	0	0	0	0	0	0	0
"19535"	"ENSG00000201510"	0	0	0	0	0	0	0	0
"19536"	"ENSG00000201511"	0	0	0	0	0	0	0	0
"19537"	"ENSG00000201512"	2	1	0	0	0	2	0	0
"19538"	"ENSG00000201516"	0	0	0	0	0	0	0	0
"19539"	"ENSG00000201517"	0	0	0	0	0	0	0	0
"19540"	"ENSG00000201518"	0	0	0	0	0	0	0	0
"19541"	"ENSG00000201519"	0	0	0	0	0	0	1	0
"19542"	"ENSG00000201523"	0	0	0	0	0	0	0	0
"19543"	"ENSG00000201524"	0	0	0	0	0	0	0	0
"19544"	"ENSG00000201527"	0	0	0	0	0	0	0	0
"19545"	"ENSG00000201529"	0	0	0	0	0	0	0	0
"19546"	"ENSG00000201532"	0	0	0	0	0	0	0	0
"19547"	"ENSG00000201533"	0	0	0	0	0	0	0	0
"19548"	"ENSG00000201535"	0	0	0	0	0	0	0	0
"19549"	"ENSG00000201541"	0	0	0	0	0	0	0	0
"19550"	"ENSG00000201542"	0	0	0	0	0	0	0	0
"19551"	"ENSG00000201544"	0	1	0	1	1	3	0	1
"19552"	"ENSG00000201545"	0	0	0	0	0	0	0	0
"19553"	"ENSG00000201547"	0	0	0	0	0	0	0	0
"19554"	"ENSG00000201548"	0	0	0	0	0	0	0	0
"19555"	"ENSG00000201549"	0	0	0	0	0	0	0	0
"19556"	"ENSG00000201550"	0	0	1	0	0	0	0	1
"19557"	"ENSG00000201554"	0	0	0	0	0	0	0	0
"19558"	"ENSG00000201555"	1	0	0	0	1	2	0	0
"19559"	"ENSG00000201557"	0	0	0	0	0	0	0	0
"19560"	"ENSG00000201558"	0	0	1	0	0	0	0	0
"19561"	"ENSG00000201560"	0	0	0	0	0	0	0	0
"19562"	"ENSG00000201563"	0	0	2	0	1	1	1	0
"19563"	"ENSG00000201564"	0	0	0	0	0	0	0	0
"19564"	"ENSG00000201565"	0	0	0	0	0	0	0	0
"19565"	"ENSG00000201566"	0	0	0	0	0	0	0	0
"19566"	"ENSG00000201567"	0	0	0	0	0	0	0	0
"19567"	"ENSG00000201569"	0	1	1	0	0	0	0	0
"19568"	"ENSG00000201570"	0	0	0	0	0	0	0	0
"19569"	"ENSG00000201573"	0	0	2	0	0	0	4	1
"19570"	"ENSG00000201574"	0	0	0	0	0	1	0	0
"19571"	"ENSG00000201579"	1	2	1	2	5	3	2	1
"19572"	"ENSG00000201581"	0	0	0	0	0	0	0	0
"19573"	"ENSG00000201583"	0	0	0	0	0	0	0	0
"19574"	"ENSG00000201584"	0	0	0	0	0	0	0	0
"19575"	"ENSG00000201586"	0	0	1	0	0	0	0	1
"19576"	"ENSG00000201588"	0	0	0	0	0	0	0	0
"19577"	"ENSG00000201591"	0	0	0	0	0	0	0	0
"19578"	"ENSG00000201592"	0	0	0	0	0	0	0	0
"19579"	"ENSG00000201594"	0	0	0	0	0	0	0	0
"19580"	"ENSG00000201595"	0	0	0	0	1	0	2	0
"19581"	"ENSG00000201596"	0	0	0	0	0	0	0	0
"19582"	"ENSG00000201598"	0	0	0	0	0	0	0	0
"19583"	"ENSG00000201600"	0	0	0	0	0	0	0	0
"19584"	"ENSG00000201602"	0	0	0	0	0	0	0	0
"19585"	"ENSG00000201604"	0	0	0	0	0	0	0	0
"19586"	"ENSG00000201607"	0	0	0	0	0	0	0	0
"19587"	"ENSG00000201608"	0	0	0	0	0	0	0	0
"19588"	"ENSG00000201609"	0	0	0	0	0	0	0	0
"19589"	"ENSG00000201610"	0	0	0	0	0	0	0	0
"19590"	"ENSG00000201612"	0	0	0	0	0	0	0	0
"19591"	"ENSG00000201613"	0	0	0	0	0	0	0	0
"19592"	"ENSG00000201614"	0	0	1	0	1	0	1	0
"19593"	"ENSG00000201616"	0	2	1	0	0	0	1	0
"19594"	"ENSG00000201618"	0	0	0	0	0	0	0	0
"19595"	"ENSG00000201619"	0	0	0	0	0	0	0	0
"19596"	"ENSG00000201620"	0	0	0	0	0	0	0	0
"19597"	"ENSG00000201622"	0	1	0	0	0	0	0	0
"19598"	"ENSG00000201623"	0	0	0	0	0	0	0	0
"19599"	"ENSG00000201624"	0	0	0	0	0	0	0	0
"19600"	"ENSG00000201627"	0	0	0	0	0	0	0	0
"19601"	"ENSG00000201628"	0	0	0	0	0	0	0	0
"19602"	"ENSG00000201633"	0	0	0	0	0	0	0	0
"19603"	"ENSG00000201634"	0	0	0	0	0	0	0	0
"19604"	"ENSG00000201635"	0	0	0	0	0	0	0	0
"19605"	"ENSG00000201638"	0	0	0	0	0	0	0	0
"19606"	"ENSG00000201640"	0	0	0	0	0	0	0	0
"19607"	"ENSG00000201641"	0	1	0	0	0	0	1	0
"19608"	"ENSG00000201642"	0	0	0	0	0	0	0	0
"19609"	"ENSG00000201643"	0	0	0	0	0	0	2	1
"19610"	"ENSG00000201644"	0	0	0	0	0	0	0	0
"19611"	"ENSG00000201648"	0	0	0	0	0	0	0	0
"19612"	"ENSG00000201649"	0	0	0	0	0	1	0	0
"19613"	"ENSG00000201654"	0	1	0	0	1	0	0	0
"19614"	"ENSG00000201658"	0	0	0	0	0	0	0	0
"19615"	"ENSG00000201659"	0	0	0	0	1	0	0	0
"19616"	"ENSG00000201660"	0	0	0	0	0	0	0	0
"19617"	"ENSG00000201662"	0	0	0	0	0	0	0	0
"19618"	"ENSG00000201663"	0	0	0	0	0	0	0	0
"19619"	"ENSG00000201665"	0	0	0	0	0	0	0	0
"19620"	"ENSG00000201666"	0	0	0	0	0	0	0	0
"19621"	"ENSG00000201668"	0	0	0	0	0	0	0	0
"19622"	"ENSG00000201671"	0	0	0	0	0	0	0	0
"19623"	"ENSG00000201672"	0	3	2	2	3	2	0	1
"19624"	"ENSG00000201674"	0	0	0	0	0	0	0	0
"19625"	"ENSG00000201675"	0	0	0	0	0	0	0	0
"19626"	"ENSG00000201676"	0	0	0	0	0	0	0	0
"19627"	"ENSG00000201678"	3	7	7	6	5	6	5	1
"19628"	"ENSG00000201679"	0	0	0	0	0	0	0	0
"19629"	"ENSG00000201680"	1	1	0	0	0	0	0	0
"19630"	"ENSG00000201683"	0	0	0	0	0	0	0	0
"19631"	"ENSG00000201684"	2	0	2	0	2	1	5	1
"19632"	"ENSG00000201687"	0	0	0	0	0	0	0	0
"19633"	"ENSG00000201689"	0	0	0	0	0	0	0	0
"19634"	"ENSG00000201690"	0	0	0	0	0	0	0	0
"19635"	"ENSG00000201695"	0	0	0	0	0	0	0	0
"19636"	"ENSG00000201699"	0	0	0	0	0	0	0	0
"19637"	"ENSG00000201700"	5	6	5	0	7	3	3	0
"19638"	"ENSG00000201701"	0	0	0	0	0	0	0	0
"19639"	"ENSG00000201704"	0	0	0	0	0	0	0	0
"19640"	"ENSG00000201707"	0	0	0	0	0	0	0	0
"19641"	"ENSG00000201708"	0	0	0	0	0	0	0	0
"19642"	"ENSG00000201709"	0	0	0	0	0	0	0	0
"19643"	"ENSG00000201710"	1	0	0	0	0	0	0	0
"19644"	"ENSG00000201711"	0	0	0	0	0	0	0	0
"19645"	"ENSG00000201713"	0	0	0	0	0	0	0	0
"19646"	"ENSG00000201715"	0	0	0	0	0	0	0	0
"19647"	"ENSG00000201723"	0	0	0	0	0	0	0	0
"19648"	"ENSG00000201724"	0	0	0	0	0	1	1	0
"19649"	"ENSG00000201725"	0	0	0	0	0	0	0	0
"19650"	"ENSG00000201727"	0	0	0	0	0	0	0	0
"19651"	"ENSG00000201728"	0	0	0	0	0	0	0	0
"19652"	"ENSG00000201733"	0	0	0	0	0	0	0	0
"19653"	"ENSG00000201736"	0	0	0	0	0	0	0	0
"19654"	"ENSG00000201737"	0	0	0	0	0	0	0	0
"19655"	"ENSG00000201741"	0	0	0	0	0	0	0	0
"19656"	"ENSG00000201742"	0	0	0	0	0	0	0	0
"19657"	"ENSG00000201744"	0	0	0	0	0	0	0	0
"19658"	"ENSG00000201746"	0	1	0	0	0	0	0	1
"19659"	"ENSG00000201747"	0	0	0	0	0	0	0	0
"19660"	"ENSG00000201749"	0	0	0	0	0	0	0	0
"19661"	"ENSG00000201752"	0	0	0	0	0	0	0	0
"19662"	"ENSG00000201754"	0	0	0	0	0	0	0	0
"19663"	"ENSG00000201756"	0	0	0	0	0	0	0	0
"19664"	"ENSG00000201758"	0	0	0	0	0	0	0	0
"19665"	"ENSG00000201761"	0	0	0	0	0	0	0	0
"19666"	"ENSG00000201763"	0	0	0	0	0	0	0	0
"19667"	"ENSG00000201766"	0	0	0	0	0	0	0	0
"19668"	"ENSG00000201770"	0	1	1	0	0	0	0	0
"19669"	"ENSG00000201772"	6	3	2	3	0	6	4	2
"19670"	"ENSG00000201774"	0	0	0	0	0	0	0	0
"19671"	"ENSG00000201775"	0	0	0	0	0	0	0	0
"19672"	"ENSG00000201778"	0	0	0	0	0	0	0	0
"19673"	"ENSG00000201780"	0	0	0	0	0	0	0	0
"19674"	"ENSG00000201782"	0	0	0	0	0	0	0	0
"19675"	"ENSG00000201785"	1	1	0	0	0	1	0	0
"19676"	"ENSG00000201786"	0	0	0	0	0	0	0	0
"19677"	"ENSG00000201788"	0	0	0	0	0	0	0	0
"19678"	"ENSG00000201789"	0	0	0	0	0	0	0	0
"19679"	"ENSG00000201790"	0	0	0	0	0	0	0	0
"19680"	"ENSG00000201791"	0	0	0	0	0	0	0	0
"19681"	"ENSG00000201792"	0	0	0	0	0	0	0	0
"19682"	"ENSG00000201793"	0	0	0	0	0	0	0	0
"19683"	"ENSG00000201794"	0	0	0	0	0	0	0	0
"19684"	"ENSG00000201796"	0	0	0	0	0	0	0	0
"19685"	"ENSG00000201800"	0	0	0	0	0	0	0	0
"19686"	"ENSG00000201801"	0	0	0	0	0	0	0	0
"19687"	"ENSG00000201805"	0	0	0	0	0	0	0	0
"19688"	"ENSG00000201806"	2	0	0	0	2	2	0	0
"19689"	"ENSG00000201807"	0	0	0	0	0	0	0	0
"19690"	"ENSG00000201809"	0	0	0	0	0	0	0	0
"19691"	"ENSG00000201810"	0	0	0	0	0	0	0	0
"19692"	"ENSG00000201811"	0	0	0	0	0	0	0	0
"19693"	"ENSG00000201812"	0	0	0	0	0	0	0	0
"19694"	"ENSG00000201813"	0	0	3	0	4	3	2	3
"19695"	"ENSG00000201815"	0	0	0	0	0	0	0	0
"19696"	"ENSG00000201816"	0	0	0	0	0	0	0	0
"19697"	"ENSG00000201818"	0	0	0	0	0	3	1	0
"19698"	"ENSG00000201820"	1	2	1	0	2	4	3	2
"19699"	"ENSG00000201821"	0	0	0	0	0	0	0	0
"19700"	"ENSG00000201822"	0	0	0	0	0	0	0	0
"19701"	"ENSG00000201823"	0	0	0	0	0	0	0	0
"19702"	"ENSG00000201825"	0	0	0	0	0	0	0	0
"19703"	"ENSG00000201826"	0	0	0	0	0	0	0	0
"19704"	"ENSG00000201827"	0	0	1	2	0	1	1	2
"19705"	"ENSG00000201830"	0	1	1	0	1	0	1	0
"19706"	"ENSG00000201831"	0	0	0	0	0	0	0	0
"19707"	"ENSG00000201839"	0	0	1	0	1	0	0	1
"19708"	"ENSG00000201843"	0	0	0	0	0	0	0	0
"19709"	"ENSG00000201846"	0	0	0	0	0	0	0	0
"19710"	"ENSG00000201847"	0	0	0	0	0	0	0	0
"19711"	"ENSG00000201850"	0	0	0	0	0	0	0	0
"19712"	"ENSG00000201852"	0	0	0	0	0	0	0	0
"19713"	"ENSG00000201853"	0	0	0	0	0	0	0	0
"19714"	"ENSG00000201856"	0	0	0	0	0	0	0	0
"19715"	"ENSG00000201860"	0	0	0	0	0	0	0	0
"19716"	"ENSG00000201861"	0	0	1	0	0	0	0	1
"19717"	"ENSG00000201862"	1	3	5	0	2	4	3	3
"19718"	"ENSG00000201863"	0	0	0	0	0	0	0	0
"19719"	"ENSG00000201867"	0	0	0	0	0	0	0	0
"19720"	"ENSG00000201868"	0	0	0	0	0	0	0	0
"19721"	"ENSG00000201869"	0	0	0	0	0	0	0	0
"19722"	"ENSG00000201875"	0	0	0	0	0	0	0	0
"19723"	"ENSG00000201876"	0	0	0	0	0	0	0	0
"19724"	"ENSG00000201881"	0	0	0	0	0	0	0	0
"19725"	"ENSG00000201882"	0	0	0	0	0	0	0	0
"19726"	"ENSG00000201884"	0	0	0	0	0	0	0	0
"19727"	"ENSG00000201885"	0	0	0	0	0	1	0	0
"19728"	"ENSG00000201892"	0	0	0	0	0	0	0	0
"19729"	"ENSG00000201894"	0	0	0	0	0	0	0	0
"19730"	"ENSG00000201896"	0	0	0	0	0	0	0	0
"19731"	"ENSG00000201898"	0	0	1	0	0	0	0	0
"19732"	"ENSG00000201899"	0	0	1	0	0	0	0	0
"19733"	"ENSG00000201900"	0	0	1	0	1	1	1	0
"19734"	"ENSG00000201901"	0	0	0	0	0	0	0	0
"19735"	"ENSG00000201907"	0	0	0	0	0	0	0	0
"19736"	"ENSG00000201909"	0	0	0	0	0	0	0	0
"19737"	"ENSG00000201910"	0	0	0	0	0	0	0	0
"19738"	"ENSG00000201912"	0	0	0	0	0	0	0	0
"19739"	"ENSG00000201913"	0	0	0	0	0	0	0	0
"19740"	"ENSG00000201916"	1	0	0	0	0	5	1	0
"19741"	"ENSG00000201919"	0	0	0	0	0	0	0	0
"19742"	"ENSG00000201920"	0	0	0	0	0	0	0	0
"19743"	"ENSG00000201922"	0	0	0	0	0	0	0	0
"19744"	"ENSG00000201923"	0	0	0	0	0	0	0	0
